id,text,label
181,"Calon Presiden RI No Urut 3 Ganjar Pranowo ingin kita semua tahu bahwa Konstitusi atau aturan dasar negara bukan main-main, harus dijaga.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/Yu5ddf9cho",Ideologi
182,"RT Siap, Jenderal! Laksanakan! Habib Bahar Smith instruksikan supaya kita menangkan Anies Muhaimin #PemakzulanJokowiBergema #PemakzulanJokowiBergema https://t.co/GoZpzC7b3o [RE MichelAdam7__]",Politik
183,Rumah layak huni buat semua kalangan! Ganjar Pranowo siap hadirkan 10 juta rumah untuk rakyat berpenghasilan rendah.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK,Ekonomi
184,"Calon presiden nomor urut 3, Ganjar Pranowo menerima dukungan dari asosiasi pedagang mie dan bakso, Apmiso pada pilpres 2024. Deklarasi dukungan Apmiso digelar di Gor Satria, Kota Semarang, Jawa Tengah. https://t.co/ns6OyEQSsE https://t.co/MkHA10kcXq",Politik
185,Masa depan yang cerah dengan kebersamaan keumatan. #JNK solid mendukung Ganjar Pranowo dan Mahfud MD di pilpres mendatang.#GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/PUDtxVGUYb,Politik
186,"RT Ganjar Pranowo Dapat Dukungan Pensiunan Jenderal TNI/Polri, Siap All Out Garap Jawa Timur #GanjarMahfud2024 #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #IndonesiaLebihBaik https://t.co/upKJBdKZyP [RE TPNGanjarMahfud]",Politik
187,"RT Alasan Anies pilih JIS ketimbang GBK untuk Kampanye Akbar terakhir :Ã¢Â€ÂœIni karya anak bangsa yang dibangun tanpa tenaga asingÃ¢Â€Â Pemimpin yg baik yang pro rakyat dan bangga dgn hasil kerja anak bangsa dan itu ada di diri Abah Anies, Indonesia gak butuh pemimpin yg letoyÃ‚Â² dan cengeng https://t.co/U3zpARCjQ7 [RE AnKiiim_]",Politik
188,"RT Warga Purwokerto Ber Ã¢Â€Âœ Desakan Ã¢Â€Âœ Mendesak Anies Anies: ""Saya Tidak minta anda pilih no. 1, berkali-kali saya mengatakan meminta anda memilih yg rasional..."" #DesakAnies | Jepang | Ridho | Paspampres| Presiden | Grace [RE tijabar]",Politik
189,Calon Presiden RI No Urut 3 Ganjar Pranowo mengajak masyarakat untuk bersama-sama menjaga keutuhan Konstitusi atau aturan dasar negara.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/6tRurlrLmj,Ideologi
190,@vJndqCbbrVegomhffmnRGA4JqnSo0bSMEqj9gx8HjKs= Anies bertekad untuk memberdayakan UMKM dan koperasi agar menjadi tulang punggung ekonomi Jawa Barat.,Ekonomi
191,"RT Juru Bicara Timnas Amin, Billy David Nerotumilena, mengatakan pihaknya yakin debat calon presiden yang dilaksanakan pada 7 Januari 2024, bakal kembali mendongkrak elektabilitas pasangan calon tersebut. #DebatCapres #TempoHeadliner #Anies #Muhaimin https://t.co/ksly76tSQC [RE tempodotco]",Politik
192,"@vl1VuA5XFPD1FnAa1if0uPnbORZfEoPzskCWhS+O8GQ= Pertemanan di Jawa Barat pada rame dukung Abah Anies, feelingnya tuh kuat banget!",Sosial Budaya
193,"RT Yang mulai ahok, yang bikin fatwa dan menjarain ahok itu maaruf amin, yang dateng ke 212 jokowi, yang salah tetep aniesÃ°ÂŸÂ‘Â Dan para pentolan 212 juga pada masuk timses 02 sihÃ°ÂŸÂ¤Â·Ã¢Â€ÂÃ¢Â™Â€Ã¯Â¸Â [RE Rachewnah]",Politik
194,@zWVIgNnbpXxp0BZNz6C9IqsfBMiPGjCbKd0QwyDeJrg= Banyak acara seni dan budaya di Jawa Barat yang dihadiri oleh Pak Anies menunjukkan antusiasme dan dukungan yang tinggi dari masyarakat setempat.,Sosial Budaya
195,RT Anies ditanyakan kecintaannya kpd negara. Anies tak menjawab pertanyaan dgn kata2. Rekam jejaknya yg menjawab pertanyaan. Dia tak mengumpulkan tanah ribuan hektar. Dia mengirim ribuan anak2 bangsa terbaik utk mengajar di berbagai pelosok Indonesia. https://t.co/VEVvPmDsL8 [RE GeiszChalifah],Politik
196,RT Pesan Abah @dR1o0N/r+SPA/Jnb/m5P2G5sVr9gc4vwR9JhV0x7jNY= Desak Anies SUMBAR Padang Perubahan adalah menaikan kenyataan menuju harapan Indonesia adil dan makmur untuk semua https://t.co/I8XGcytmQF [RE LANGKAHANIES],Politik
197,"RT apa yg prabowo blg tentang gaza cuma tunjukin dia tuh tone deaf and it's really disgusting. dia ga peduli tentang genosida samsek Ã°ÂŸÂ¤Â·Ã°ÂŸÂÂ»Ã¢Â€ÂÃ¢Â™Â€Ã¯Â¸Â masa sih dia lupa kalau palestine under occupation selama 75 thn lebih? military checkpoints, illegal settlements, dll? kacau deh [RE sczeve]",Sosial Budaya
198,mantap nih Ganjar akan buat indonesia punya alutsista tercanggih di asean Ã°ÂŸÂ”Â¥ bravo pak #GanjarMahfud2024 #GanjarMahfudM3nangDebat https://t.co/dCJXyInOkJ,Pertahanan dan Keamanan
199,"RT The former chief justice of Indonesia's Constitutional Court is calling for me to be captured because I called for war crimes trials of all officials who murder civilians, including presidential candidate Gen Prabowo Subianto &amp; the US officials who armed, trained &amp; sponsored him. [RE AllanNairn14]",Politik
200,RT Keluarga Besar NU Deklarasi Dukung Anies-Cak Imin https://t.co/Rzed2u4N5o [RE CNNIndonesia],Politik
201,"RT Anak2 muda Humanies berdonasi membuat video tron, membuat Food Truck. Membuat web Anies &amp; Cak Imin. Kini gerakan perubahan itu semakin bergelombang. Pengusaha Rumah Makan Padang (PRMP) se Bogor akan memberikan suplai makanan bagi para Pejuang Perubahan di setiap TPS . https://t.co/SIOnEZ7ahn [RE GeiszChalifah]",Sosial Budaya
202,"Ayo, bersama-sama kita wujudkan persatuan dan kesatuan dengan memilih Capres Ganjar Pranowo Mahfud MD di Pilpres mendatang bersama JNK.Pdi23--Bd #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #TabrakProf https://t.co/4SHR9FLi5P",Politik
203,@NoScc6mBVLb6+libRJXLl7wcoRI0AyjHsrxIUels0Ig= Pak Prabowo memang menunjukkan dedikasinya terhadap nilai-nilai Pancasila. #PrabowoPancasilais,Ideologi
204,"RT Perempuan yang meneriaki Anies Baswedan ""bacot"" dalam debat capres masuk arena debat menggunakan akses undangan KPU. https://t.co/KwUtli4Zr4 [RE kompascom]",Politik
205,"RT Lapangan Renon Denpasar, Bali: 9 Januari, menuju kemenangan Prabowo-Gibran sekali putaran! (Mas @EK4Auq2u0SRbI0EzFEyZ9d8x+7dvvDeXBpy2PsHqAI0= dalam konser Dewa 19, PRABU &amp; TKD Bali) https://t.co/Ad0cW5Fw0M [RE budimandjatmiko]",Politik
206,RT Mahfud MD Buka-Bukaan Pemerintah Pernah 'Susupkan' Orang Untuk Gagalkan Anies Sebagai Capres https://t.co/dQkyBPc79a [RE democrazymedia],Politik
207,"RT KOALISI ANIES - GANJAR . . . Pada awalnya sih malu - malu. Kini benar - benar malu - maluin. Pada awalnya, ide itu diinisiasi oleh para asbun. Setelah sejenak masuk akal, mereka ambil pilihan itu meski setelah dipikir - pikir, benar adanya tidak masuk akal. Itulah cikal bakal lahirnya koalisi imajiner Anies - Ganjar Koalisi yang seolah ada dan demi yang penting bukan Jokowi. Masuk akalkah? Mereka berpikir bahwa pilihan politik adalah seperti hitung - hitungan matematika. Pendukung Ganjar 100 plus pendukung Anies 150 dan lalu bergabung maka otomatis jadi 250. Mereka berpikir bahwa pilihan politik hanyalah angka tapi bukan rasa. Bila benar akan terjadi dua putaran, benar adanya sebagian pendukung Ganjar pasti akan memilih Anies. Tapi otomatis semua pendukung Ganjar beralih ke Anies, jelas prediksi ngawur. Ã¢Â€ÂœKoq Anies?Ã¢Â€Â Emang ada potensi Ganjar lolos di putaran kedua Ã°ÂŸÂ¤Â­Ã¢Â€Â¦?? Imajinasi menggabungkan Anies dan Ganjar sejatinya muncul karena takut kalah berantem sendirian. Tapi keroyokan jelas bukanlah gagasan smart. Itu tindak putus asa. Dan maka pasangan Prabowo - Gibran justru diuntungkan. Ada tiba - tiba sangat banyak pemilih yang punya nalar, baik di kubu Anies maupun Ganjar pindah ke Prabowo. Atau sekalian memilih golput alias tidak akan nyoblos. Mereka tak sebodoh para bodoh pemilik ide bodoh gobang gabung demi yang penting menghukum Jokowi. . . [RE Leonita_Lestari]",Politik
208,"RT Prabowo prescon ""saya bangga tadi mas Gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi"" TADI DEBATNYA TENTANG LINGKUNGAN HIDUP, ENERGI, AGRARIA, PANGAN DAN DESA PAK BUKAN EKONOMI Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­ [RE chocolatyaa]",Ekonomi
209,"RT Makna Kolaborasi dari Kacamata Anies Baswedan Malam ini, saya ingin menceritakan makna ""kolaborasi"" yang menjadi city branding dari kota @DRW07ZRCriFQEOxYpXaosViOIXMAiHN9kRnt7b3uhMQ= Bagi pak @G8SKhFuSjN6ku+I+DpLn6JSu9TygCCNlEeDRomw7mGg= kolaborasi sejatinya bukan konsep asing yang baru dikenal oleh bangsa Indonesia. Sebuah Utas https://t.co/xLOjRgLE2p [RE SamiUsamah]",Sosial Budaya
210,Ganjar Pranowo berkomitmen untuk meningkatkan koordinasi antara lembaga penegak hukum dalam pemberantasan korupsi.#GanjarPranowoPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/GwXc5fHofu,Politik
211,Garda Samud3ra adalah langkah inovatif Ganjar Pranowo untuk menempatkan Indonesia pada peta keamanan global. @gNKl/LjLaY3I90Lpr7NvLAoO7IoxbTQCSYASGns/cVE= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/XTBjsMRYs4,Pertahanan dan Keamanan
212,"2014 dn 2019, @H0CHvPksxmvd3mYUTJchDF2ogKih2nQ9n5xDl//WHag= menang pilpres hanya dgn satu jargon ""Saya Pancasila"". @6cc5dW9LhK69/aQI9DYefG5ggnTQtjABe13BJnfC88Y= telat mengunakan itu, dan framing dekat dng HTI dan FPI, itu berlawan dng pancasila. Effect dari kampanye Jokowi adlh militansi kuat dari minoritas utk mencoblos. Dan jumlahny menentukan hasil",Ideologi
213,"@GwUykVx7heGKFL8Jtl5sDYE4cno3jTuiUhShhzdeIk0= @rooIRSynXisIoRpe5yBncg31O6GRt85UzZhkUDJ7KgE= Bisa masuk peringkat 13 besar dunia, salut dengan kinerja beliau #KekuatanNKRI02",Politik
214,RT Abah Anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup.. #AMINAjaDulu https://t.co/txIvBhLvn2 [RE ekowboy2],Sosial Budaya
215,RT Pak Anies Baswedan tiba di Bandara Padang dan disambut luar biasa oleh massa.. Semangat perubahan makin tak terbendung Ã°ÂŸÂ’Âª #AMINAjaDulu #AniesMuhaimin2024 https://t.co/q2Q6l45Dhs [RE Mdy_Asmara1701],Politik
216,Prabowo sebagai negara ke-4 terbesar dunia tegaskan Indonesia harus dipimpin sosok bijaksana dan jujur https://t.co/BL9CYHHt6k Amanda Zahra Khofifah,Politik
217,"Tugas berat, tapi Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD siap tuntasin regulasi hukum, agar investasi di Indonesia semakin menggeliat!#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/Z3bqg6bflj",Ekonomi
218,RT Pendukungnya model spt ini. UU ITE bakalan jadi senjata pembungkaman. Makin gak layak untuk dipilih ini Prabowo-Gibran. Suram... https://t.co/2YVkveTQFX [RE UyokBack],Politik
219,Kami percaya pada kemampuan Prabowo dan Gibran dalam memajukan negara. #kodekita08 PilihPrabowoGibran02,Politik
220,"RT Pupuk bersubsidi langka, Tim Prabowo Gibran buat posko penyaluran pupuk bersubsidi untuk petani.. Solar bersubsidi langka, Tim Prabowo Gibran buat posko penyaluran solar bersubsidi bagi nelayan.. Beras mahal, Tim Prabowo Gibran berikan bansos beras.. Terus negara ngapain?! [RE Paltiwest]",Ekonomi
221,RT Silakan simak baik-baik soal fenomena anak muda dukung abah Anies.. Menurut salah satu penggagas event cupsleeve Humanies sosok abah Anies benar-benar bisa mengubah pandangan anak muda dalam politik.. Keren dan cerdas! Ã°ÂŸÂ‘ÂÃ°ÂŸÂ˜ÂŠ https://t.co/zliwv5zhPb [RE Mdy_Asmara1701],Politik
222,RT Pidato Anies di Batam: Kita Tak Ingin Penguasa Mengubah Hukum Demi Keluarga! https://t.co/ZsePrGds4f [RE democrazymedia],Politik
223,"@zTd+kGks6K34fcOuUDc7moogHROrmcNGAW2Iibo4pzs= betul nih, MASBowoGBran PASTInya ingatkan kepada semua wisudawan dan rakyat untuk tidak pernah mau diajak ke arah ajaran yg antitoleransi. #BanyakYgBalikKe02 KarenaHATI BAIKPakBowo @1ML9mLaHRJpAOn7SWdKLxhBZsJ7",Ideologi
224,RT Kala itu jika ada kucing peliharaan yang hilang di ibukota - mungkin saya Prabowo Subianto yang dituduh mengambil. Lebih baik pergi sejenak. [RE prabowo],Politik
225,Ganjar Mahfud Hebat #Coblos3 #3GM #DuluJokow Ã°ÂŸÂŒÂ˜ iSekarangGanjar dukungantulus untuk02 Ã‚ Ã‚ Ã‚ Ã°ÂŸÂ¤ÂŸ https://t.co/jUOV9EdsZZ,Politik
226,RT Bu Connie mempermasalahkan PT TMI kemudian ditawari proyek Kemhan. Apakah ini yang dimaksud pak Prabowo sebagai rahasia negara yg dibicarakan secara tertutup? Jangan marah ya. Ini sekadar bertanya. https://t.co/sGY3XWy6QH [RE berlianidris],Pertahanan dan Keamanan
227,RT Prabowo di apresiasi DPR karena tak terpancing soal data pertahanan negara #NegarawanSejati https://t.co/T157mlHksh [RE Arindra__],Politik
228,"Gak sabar nunggu Pesta Rakyat bulan depan, bro! Yuk, sebarkan semangatnya dan ajak temen-temen kita buat pilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/mIa49KGZdA",Politik
229,"@ypl4iqIS5+B3q01ItpQ1qp5/Dzk31MOyVld01hYv1f8= Kn Pa Anies pernah sampaikan, kalo ga bisa setara, setidaknya mendekati. Liatnya jg scr kontekstual. Minimal fasum dasar yg ada di Jkt, ada jg di kota2 yg akan dibangun ini kek transum, taman serbaguna, dan fa",Sosial Budaya
230,@TX4EIDT0wFrEYEphBznoGDCD6lXXf1OYIo/bZozz2Eo= @23qyucZthHvZZNsCcT8qWNEZZd41qZFkA+q9HSJoEow= @WNBplW7hUiVteTyJyIyAq7481lJd9IPIC7VP09YYR+w= UMKM akan semakin berkembang pesat jika di dukung penuh,Ekonomi
231,"Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD, komitmen untuk bikin regulasi hukum yang mendukung perkembangan investasi di Indonesia.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/aVgbIm1qac",Ekonomi
232,"RT Kegiatan PakAnies di Sorong, berdialog dg pedagang di pasar ikan jompu, berdialog dg warga jg anak2. Seperti kata pace ini : ""Anies lbh paham soal papua drpd prabowo yg pake cara2 militer di Timor Leste sedangkan Anies pake cara phsicology mengerti tentang orng2 Papua.."" https://t.co/mKmSbBzDSk [RE Malika6027]",Politik
233,"Sumur bor dari Prabowo menjadi jawaban untuk kebutuhan air bersih di Maluku, NTT, NTB, Jawa Barat, Jawa Tengah, Banten, dan Yogyakarta. dekade08 Prabowo - Gibran",Politik
234,Ganjar Mahfud akan bentuk duta siber untuk memperkuat sistem pertahanan dan keamanan data informasi. #sipalingganjar #GanjarMahfud2024 @0yNuAM5crL5pj6Sk2xyz+PUd+wqigsVOzicPW3voa2k= #GanjarMahfudM3nangDebat @CqxzgmvMVDCemmdVs6Bb9SBWBdoAqYU+mnAawLewKuQ= Gaza Megawati Soekarnoputri Presiden PT TMI Emaknya Umur 25 https://t.co/IQfR73IYeW,Pertahanan dan Keamanan
235,"@mGpwvwKfZcz8Cf4GDZv/vLYJNYN6Nnaqj3gjYL5g/lM= Prabowo, diapit oleh suara rakyat Jabar yang penuh semangat, menciptakan lingkungan positif di sekelilingnya. #JabarTetapUntuk02 BerbuatBaik UntukMasyarakat https://t.co/mxnO9aGxKU",Politik
236,@XtkR2Vo0+AyQByqAWduTolDtB8Yv8ewitPiQyTXMmKI= Petani Pemalang Deklarasi Dukung Prabowo-Gibran #DARhati #prabowo #gibranrakabuming #gerindra https://t.co/kWj91YZG8g,Politik
237,"Garda Samud3ra Ganjar-Mahfud bukan cuma program, tapi komitmen mereka buat jaga keamanan laut dan bangun kekuatan militer laut kita @11eK+ENRLAfpij7euaYb1gcJBKGvK1NLoLaWFBSniAo= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/it6A7CF9Nz",Pertahanan dan Keamanan
238,"@wDANl+Ol2yJyTvcwKOYVjzt1G157dhr2UhDYP4Si9so= pak anies adalah alasan kenapa gua apa2 sekarang naik TJ &amp; jatuh cinta sama transportasi publik, terus byk akses pejalan kaki yg dimudahkan juga. motor gua sampe diservice krn gak pernah dipake. padahal di",Sosial Budaya
239,"RT Desak Anies, Slepet Imin, Malam Minggu bersama Ganjar, dan Tabrak Prof Mahfud adalah ""Democratic Innovations"" yang menandakan kita mulai naik level menjadi ""deliberative democracy"", bukan lagi ""procedural democracy"". Meski memang, ini baru di tahap pemilu, perlu dikawal nantinya. [RE famajiid]",Politik
240,RT Anies Paparkan Rencana Kedepan Indonesia yang Adil Makmur untuk Semua | Via tvOne https://t.co/qmNXdjmatc [RE BosPurwa],Politik
241,"RT Segerombolan minoritas dukung pak Anies. Baik minoritas yang radikal liberal, maupun yang radikal konservatif. Ya itu maksudnya ""Indonesia bukan milik golongan tertentu."" Cuma memang pertanyaannya adalah, bagaimana agar antar golongan ini menjaga toleransi antar kelakuan satu sama lain? Ternyata jawabannya simpel: Berikan saja mereka musuh bersama (oligarki, misalnya). [RE CJWiguna]",Politik
242,"RT Sejak Oktober sampai sekarang, serangan ke Prabowo Gibran semakin brutal. Siapa yang mendanai ini semua? mengapa mereka takut sekali dengan hilirisasi? [RE hariqosatria]",Politik
243,"yaitu leave no one behind narasi besarnya di sini adalah keberlanjutan dan penyempurnaan,"" ucapnya. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",Politik
244,RT Abah Anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup.. #AMINAjaDulu https://t.co/txIvBhLvn2 [RE ekowboy2],Sosial Budaya
245,"Alasan mengapa kita mendukung dan memilih Prabowo Gibran, agar apa yang sudah dibangun oleh presiden Jokowi dapat dilanjutkan oleh figur yang tepat #02MenangSatuPutaran https://t.co/OwUbuCjuWd",Politik
246,"Brosis, tanggal 14 Februari ini bukan cuma buat couple, tapi juga buat kita nyoblos, yuk pilih Capres Ganjar Pranowo. #JNK #GanjarPranowoPilihanUmat #GanjarMahfudRebound https://t.co/vLlbMwzqMv",Politik
247,"Rumah layak huni tanpa ribet! Paslon No 3 Ganjar Pranowo - Mahfud MD luncurkan program Rumah Kita, 10 juta keluarga bakal nyaman tinggal di rumah sendiri.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/SvVqEEVdnK",Sosial Budaya
248,"RT Usai acara Resolusi Indonesia, pak Anies Baswedan menyapa teman-teman dan diteriaki presiden.. Anak muda butuh perubahan! #AMINAjaDulu #AniesMuhaimin2024 https://t.co/BYVHh7KnY0 [RE Mdy_Asmara1701]",Politik
249,"RT Lahir gede ,nenek moyang juga di Jakarta, dan sekarang dah kepala 4 ,baru era pak Anies berasa Jakarta adem indahhhh banget.. Jazakallah pak @stXms+QVBwKFWmdY7PwGuoVebCM0PLPe2r6nELsjb4Q= semoga menjadi pemberat timbangan amal kebaikan bapak di yaumil hisab.. semoga menjadi cacatan sejarah Jakarta [RE ade_amaliaade]",Ideologi
250,"RT Anies di acaranya mengajak penonton berlatih berpikir kritis dan ngajarin cara memahami data Meanwhile, prabowo di acaranya bikin penontonnya goblok-goblokin orang Tau kan sekarang mana yg berusaha mencerdaskan bangsa dan yg mendorong kemunduran bangsa https://t.co/BtCa6JMaxV [RE madarkham]",Ideologi
251,RT Ganjar Dorong Ancaman Penembakan Anies Dilaporkan ke Polisi https://t.co/moruCoKVTi [RE CNNIndonesia],Pertahanan dan Keamanan
252,RT Jika di film kita sering menonton seorang Patriotik disiksa dan diancam dibunuh musuh untuk bocorkan Rahasia Negara maka hal ini sama dengan yang dilakukan Prabowo tadi malam .. Dia bertahan untuk diam walau dibully utk membuka semua Ã°ÂŸÂ™Â [RE kurawa],Politik
253,"RT Calon presiden dan wakil presiden memiliki gaya baru dalam berkampanye yakni menggunakan siaran langsung (live) di media sosial TikTok. Hal itu, telah dilakukan capres nomor urut 1 Anies Baswedan hingga cawapres nomor urut 3 Mahfud MD. Bahkan live TikTok Anies berhasil menembus lebih dari 300 ribu penonton. Saat live itu, Anies dalam perjalanan daratnya di beberapa lokasi di Jawa Timur, (28/12). Simak video selengkapnya hanya di https://t.co/6CDpeuJOtD #HardNews_Politik #FlashOne #CariBeritaditvOne #AniesBaswedan #MahfudMD #LiveTiktok #Politik #tvOneTVPemilu #KamiKabarkanAndaPutuskan #MauMemilih #Capres #Cawapres #Pemilu2024 #Pilpres2024 [RE tvOneNews]",Politik
254,Capres Cawapres RI 2024 No 3 Ganjar Pranowo dan Mahfud MD teman setia petani tembakau! Mari kita bersatu untuk mewujudkan harapan mereka akan hasil panen tembakau yang melimpah. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK,Politik
255,RT Prabowo Janji Pertumbuhan Ekonomi RI Tembus 8 Persen https://t.co/xdY9SK5tkN #TempoBisnis [RE tempodotco],Ekonomi
256,"RT Jika Ray Rangkuti sudah mengomentari suatu survey, artinya ini bukan survey abal2 Ã°ÂŸÂ¤ÂŸ Mungkin itu sebab Kelurahan geger Padahal survei Qodari dkk 48% lhoÃ°ÂŸÂ˜Â‚Ã°ÂŸÂ˜Â‚ GANJAR-MAHFUD 36,2% PRABOWO-GIBRAN 33,3% ANIES-MUHAIMIN 26,1 % Ok gass #GanjarMahfud2024 https://t.co/Hr985zRKV8 [RE lysavana1]",Politik
257,"Calon Presiden RI Ganjar Pranowo yakin, dengan Mahfud MD di barisan, regulasi hukum untuk investor bakal semakin jelas #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",Politik
258,"Bukan cuma omong doang, tapi program nyata! Ganjar Pranowo, solusi terbaik buat rakyat Indonesia. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/403aWFeO7o",Politik
259,"@gQYyBWWyB98vhqhgYH5CBUiMrKa5Tt2lEnXARpkbFU8= @3iHrEWlYmXaM2pzWyw737Hu9AYna0AesUQBDKQ3nQk0= Prabowo jg bawa politik sara di 2019 gandeng HRS dkk, #2019gantipresiden itu bisa dibilang hampir berhasil, tpi jokowi pinter jg konternya dgn gandeng ketua mui, s",Politik
260,RT Rocky Gerung: Jokowi Mesti Dihentikan Dulu Supaya Anies Bisa Menang Satu Putaran https://t.co/2U2hPgm8bs [RE geloraco],Politik
261,"RT Mengejutkan, Pekerja Pabrik Rokok di Kudus Jawa Tengah Ramai-Ramai Mendukung Anies-Muhaimin https://t.co/Ljg4K3eNh1 [RE kba_news]",Politik
262,"Dengan kebersamaan bareng JNK, kita akan menciptakan momentum kemenangan untuk Capres Ganjar Pranowo Mahfud MD di Pilpres mendatang. JN19Yd #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/no0ZYvSObo",Politik
263,"RT Juru Bicara TPN Ganjar-Mahfud, Aryo Seno Bagaskoro menyampaikan dalam konteks relasi global, Indonesia tidak boleh hanya maju, tetapi harus unggul dibandingkan negara-negara lain. Ã¢Â€ÂœKeunggulan itu bisa tercapai apabila kita konsisten dan serius dalam mencapai Indonesia Emas 2045 dengan memanfaatkan momentum bonus demografi,Ã¢Â€Â kata Aryo. Menurut Juru Bicara TPN Ganjar-Mahfud, Aryo Seno Bagaskoro seluruh logika itu harus didasarkan pada kepastian dan penegakan hukum yang tegas. Rekrutmen dan penempatan duta besar harus berdasarkan kapabilitas, agar hubungan Indonesia dengan negara-negara lain semakin produktif, juga memberikan rasa perlindungan bagi para diaspora. Menurut Juru Bicara TPN Ganjar-Mahfud, Aryo Seno Bagaskoro, kebijakan pro kesejahteraan aparat penegak hukum juga harus ditingkatkan. Maka Ganjar-Mahfud menyiapkan beasiswa khusus untuk anak-anak polisi dan tentara. Untuk meringankan beban pendidikan agar para prajurit dan polisi kita dapat fokus bertugas sesuai tupoksinya. #PDIPerjuangan #GanjarUntukSemua #GanjarPresiden #MEnangkanGAnjar #Nomor3Pilihanku #GanjarMahfud2024 #GanjarSatSet #MahfudTasTes [RE PDI_Perjuangan]",Sosial Budaya
264,RT Ganjar-Mahfud akan berkomitmen untuk memberdayakan perempuan melalui program-program unggulannya. Salah satunya memberikan fasilitas kesehatan kepada ibu hamil dan juga kepada bayi yang baru lahir. #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 #SatSet #PastiLebihBaik #SatSetLebihBaik [RE Ganjar_Mahfud03],Ideologi
265,"Ganjar-Mahfud memimpin dengan visi jelas, memastikan BSSN tidak hanya pusat tetapi sampai ke daerah untuk melindungi dari ancaman sib3r. @df92eY/seSq3BHujCswIG1fFdsjyScw3LwVKH5bAZDE= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/11f3cztGMH",Pertahanan dan Keamanan
266,"RT Anies bicara ketimpangan pendidikan Jawa - luar Jawa dg bangun perpus bersandar internasional merata, mensubsidi biaya pengiriman buku &amp; perbanyak spot internet gratis.. Silahkan simak!! https://t.co/6P3DppbraK [RE ekowboy2]",Sosial Budaya
267,"RT Supir di Samarinda mengeluhkan pembangunan jalan masih sangat lambat, berharap jika Anies jadi Presiden jalan di Kalimantan setara dg jalan di Jawa.. #DesakAniesSamarinda https://t.co/qyzLS02Xbl [RE ekowboy2]",Politik
268,hasil Ngobrol Bar3ng Ganjar tuh bermanfaat bgt. beliau mendorong bm bgt ekonomi kreatif. #DeepTalkGanjar https://t.co/rYfXIJ9aSi,Ekonomi
269,"RT Berkali-kali Prabowo memuji program kerja dan ide gagasan yang dilontarkan @YjYtu8MsN2aaElnX1EsBWzWQAZSNd8b8odKa2Ge4BAY= terkait pertahanan, keamanan, hubungan internasional dan geopolitik. Prabowo sepakat dan menilai ide gagasan Ganjar sangat masuk akal dan bagus. 2024 Ganjar-Mahfud Ã°ÂŸÂ¤ÂŸÃ°ÂŸÂÂ» https://t.co/uksxNbK2Ls [RE _Rizmaya__]",Pertahanan dan Keamanan
270,"RT Pak Anies di Gedung Islamic Centre Ciamis, Jawa Barat, hari ini Kamis 4 Januari 2024. https://t.co/9Uth0wa6Jf [RE Elz4m_]",Sosial Budaya
271,Capres No 3 Ganjar Pranowo pejuang petani tembakau!Dukung bersama untuk hasil panen tembakau yang lebih baik. #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK,Politik
272,"Pemberitaan positif dari Singapura menyoroti kepedulian Ganjar terhadap isu-isu lingkungan, menunjukkan komitmennya terhadap keberlanjutan @ZwsGxl1pYd5+FMkH7/ndb2z0XWDNW7EhVEfK8Ym1ogg= #GanjarMahfudM3nangDebat #GanjarMahfud2024 #Coblos3 https://t.co/1Yzwzex9u6",Sosial Budaya
